SERVERNAME,ORACLE_HOME,SID,DB_RELEASE,HOME_ACTIVE,HOME_EXIST,HOME_TYPE,NEED_TO_PATCH,OPATCH_VERSION,OS_NAME,OS_RELEASE,SQLPLUS_VERSION,PSU,PSU_UNZIP_PATH,PSU_ZIP_PATH,JDK,JDK_UNZIP_PATH,JDK_ZIP_PATH,OJVM,OJVM_UNZIP_PATH,OJVM_ZIP_PATH,PERL,PERL_UNZIP_PATH,PERL_ZIP_PATH,OPATCH_ZIP_PATH
nrusca-sld4229,/u01/app/oracle/product/12.1.0.2/DB_1,"CACPOC121,LNXDB12C",12cR1,check_is_disable,YES,OH,Y,12.2.0.1.36,Linux,RedHat,12.1.0.2.0,Y,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/12cR1/H1_2023/patch/34677720,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/12cR1/H1_2023/patch/patch.zip,Y,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/12cR1/H1_2023/JDK/34777353,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/12cR1/H1_2023/JDK/JDK.zip,Y,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/12cR1/H1_2023//OJVM/34763317,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/12cR1/H1_2023/OJVM/OJVM.zip,N,,,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/12cR1/H1_2023/opatch/opatch.zip
nrusca-sld4229,/u01/app/oracle/product/19.3.0/DB_1,"BSCPOC19,CACPOC19,CACPOC1D,TEST19",19c,check_is_disable,YES,OH,Y,12.2.0.1.36,Linux,RedHat,19.0.0.0.0,Y,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/19c/H1_2023/patch/34765931,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/19c/H1_2023/patch/patch.zip,Y,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/19c/H1_2023/JDK/34777391,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/19c/H1_2023/JDK/JDK.zip,Y,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/19c/H1_2023//OJVM/34786990,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/19c/H1_2023/OJVM/OJVM.zip,N,,,/u01/software/AUTOMATION/ANSIBLE/patching/RedHat/19c/H1_2023/opatch/opatch.zip
