INVENTORYKEY,DBI_HOST,DBI_KEY,ORA_SID,ORA_HOME,AUTO_START,HOME_EXIST,HOME_ACTIVE,HOME_TYPE,SID_STATUS,DB_STATUS,SQLPLUS_VERSION,DB_RELEASE,OPATCH_VERSION,PATCH_HISTORY,PATCH_DATE,LISTENER_DATA,OS_USER,PRIMARY_GROUP,TOTAL_GB,USED_GB,FREE_GB,USED_PCT,FREE_PCT,OS_NAME,OS_KERNEL,OS_SHELL,SERVER_CPU,SERVER_RAM,JCHEM_STATUS,ORAINV,ROWSTART,INSTANCE_NAME,HOST_NAME,VERSION,STARTUP_TIME,STATUS,LOGINS,DATABASE_STATUS,INSTANCE_ROLE,DBID,NAME,CREATED,RESETLOGS_TIME,LOG_MODE,OPEN_MODE,PROTECTION_MODE,PROTECTION_LEVEL,DATABASE_ROLE,FORCE_LOGGING,PLATFORM_ID,PLATFORM_NAME,FLASHBACK_ON,DB_UNIQUE_NAME,IS_DG,DG_TNS,IS_RAC,RAC_NODE,WALLET_LOCATION,WALLET_STATUS,WALLET_TYPE,TDE_TBSCOUNT,OFFLINE_DATAFILE,OFFLINE_TEMPFILE,NEED_RECOVERY,IS_PDB,PDB_LIST,PGA_LIMIT,PGA_TARGET,SGA_TARGET,SGA_MAX,MEMORY_MAX,MEMORY_TARGET,CPUCOUNT,ALLOC_PGA_MB,TOTAL_SGA_MB,TOTALSIZE,DATAFILESIZE,TEMPFILESIZE,SEGMENTSIZE,ROWEND
INVKEY20230717034829,nrusca-sld4179,CACSDB1D@nrusca-sld4179,CACSDB1D,/u01/app/oracle/product/19.3.0/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 03:21:33 EDT 2019,33806152:May 12 00:29:30 EDT 2022,33810130:May 12 00:51:31 EDT 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,148G,105G,37G,75,25,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,31993.6 MB,DOWN,/u01/app/oraInventory,ROWST,CACSDB1D,nrusca-sld4179,19.15.0.0.0,13-JUL-2023 03:04:27,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,1076757259,CACSDB1D,05-JUN-2020 08:57:47,05-JUN-2020 08:57:49,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,CACSDB1D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/CACSDB1D/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"CAPMBR1D:READ WRITE,CAPPPH1D:READ WRITE,CAPSDB1D:READ WRITE,PDB$SEED:READ ONLY",8589934592,4294967296,0,16106127360,0,0,8,1408.5,15360,508.7,474.56,33.16,3.54,ROWED
INVKEY20230717034829,nrusca-sld4178,CACSDB2D@nrusca-sld4178,CACSDB2D,/u01/app/oracle/product/19.3.0/DB_1,N,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 03:21:33 EDT 2019,33806152:May 12 00:33:04 EDT 2022,33810130:May 12 00:52:23 EDT 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,99G,70G,25G,75,25,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,31993.6 MB,DOWN,/u01/app/oraInventory,ROWST,CACSDB2D,nrusca-sld4178,19.15.0.0.0,13-JUL-2023 03:06:52,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,2259831859,CACSDB2D,05-JUN-2020 08:47:47,05-JUN-2020 08:47:50,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,CACSDB2D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/CACSDB2D/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"CAPBIODD:READ WRITE,CAPNKCD:READ WRITE,CAPSDB2D:READ WRITE,PDB$SEED:READ ONLY",8589934592,4294967296,0,16106127360,0,0,8,1346.13,15360,152.35,141.73,9.64,3.65,ROWED
INVKEY20230717034829,nrchbs-sld4130,BSCDB4D@nrchbs-sld4130,BSCDB4D,/u01/app/oracle/product/19.3.0/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 09:21:33 CEST 2019,33806152:May 12 00:38:07 CEST 2022,33810130:May 12 01:16:30 CEST 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,54G,43G,12G,79,21,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,64256.8 MB,DOWN,/u01/app/oraInventory,ROWST,BSCDB4D,nrchbs-sld4130,19.15.0.0.0,15-JUL-2023 17:19:59,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,3931057581,BSCDB4D,20-DEC-2019 04:35:57,20-DEC-2019 04:36:02,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,BSCDB4D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/BSCDB4D/wallet,OPEN_NO_MASTER_KEY,UNKNOWN,0,NO,NO,NO,YES,"BSPDB4D:READ WRITE,BSPMET1D:READ WRITE,BSPNAS1D:READ WRITE,BSPPPG1D:READ WRITE,BSPTSP1D:READ WRITE,PDB$SEED:READ ONLY",4294967296,2147483648,12884901888,12884901888,0,0,8,1364.06,12288,244.85,234.61,9.26,3.47,ROWED
INVKEY20230717034829,nrchbs-sld4130,BSCAPX2D@nrchbs-sld4130,BSCAPX2D,/u01/app/oracle/product/19.3.0/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 09:21:33 CEST 2019,33806152:May 12 00:38:07 CEST 2022,33810130:May 12 01:16:30 CEST 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,54G,43G,12G,79,21,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,64256.8 MB,DOWN,/u01/app/oraInventory,ROWST,BSCAPX2D,nrchbs-sld4130,19.15.0.0.0,15-JUL-2023 13:33:20,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,3608180565,BSCAPX2D,23-MAR-2020 11:45:25,23-MAR-2020 11:45:30,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,BSCAPX2D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/BSCAPX2D/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"BSPPP2D:READ WRITE,PDB$SEED:READ ONLY",5368709120,2147483648,10737418240,10737418240,0,0,8,961.78,10240,7.65,6.33,.35,3.03,ROWED
INVKEY20230717034829,nrchbs-sld4130,BSCDB5D@nrchbs-sld4130,BSCDB5D,/u01/app/oracle/product/19.3.0/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 09:21:33 CEST 2019,33806152:May 12 00:38:07 CEST 2022,33810130:May 12 01:16:30 CEST 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,54G,43G,12G,79,21,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,64256.8 MB,DOWN,/u01/app/oraInventory,ROWST,BSCDB5D,nrchbs-sld4130,19.15.0.0.0,15-JUL-2023 17:47:04,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,4079491727,BSCDB5D,04-MAR-2022 04:18:23,04-MAR-2022 04:18:29,NOARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,UNPROTECTED,PRIMARY,NO,13,Linux x86 64-bit,NO,BSCDB5D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/BSCDB5D/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"BSPANN1D:READ WRITE,BSPWAL1D:READ WRITE,PDB$SEED:READ ONLY",3145728000,817889280,10737418240,10737418240,0,0,8,503.03,10240,187.72,172.58,14.17,4.23,ROWED
INVKEY20230717034829,nrusca-sld4199,CACSDB3D@nrusca-sld4199,CACSDB3D,/u01/app/oracle/product/19.3.0/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 03:21:33 EDT 2019,33806152:May 12 00:37:30 EDT 2022,33810130:May 12 00:51:13 EDT 2022",LISTENER:/u01/app/oracle/local,oracle,dba,148G,110G,31G,79,21,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,31993.6 MB,DOWN,/u01/app/oraInventory,ROWST,CACSDB3D,nrusca-sld4199,19.15.0.0.0,13-JUL-2023 03:11:29,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,2345802968,CACSDB3D,10-SEP-2020 09:39:36,10-SEP-2020 09:39:38,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,CACSDB3D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/CACSDB3D/wallet,OPEN_NO_MASTER_KEY,UNKNOWN,0,NO,NO,NO,YES,"CAPOMIXD:READ WRITE,CAPSCN3D:READ WRITE,CAPSDB3D:READ WRITE,PDB$SEED:READ ONLY",8589934592,4294967296,0,21474836480,0,0,8,2687.53,20480,2432.51,2399.51,32.02,4.07,ROWED
INVKEY20230717034829,nrusca-sld4203,CACSDB4D@nrusca-sld4203,CACSDB4D,/u01/app/oracle/product/19.3.0/DB_1,N,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 03:21:33 EDT 2019,33806152:May 12 00:33:50 EDT 2022,33810130:May 12 00:50:29 EDT 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,99G,63G,32G,67,33,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,31993.6 MB,DOWN,/u01/app/oraInventory,ROWST,CACSDB4D,nrusca-sld4203,19.15.0.0.0,13-JUL-2023 03:07:52,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,2118238043,CACSDB4D,05-NOV-2020 13:10:51,05-NOV-2020 13:10:53,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,CACSDB4D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/CACSDB4D/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"CAPGSM1D:READ WRITE,CAPNGEND:READ WRITE,CAPSNR1D:READ WRITE,PDB$SEED:READ ONLY",8589934592,4294967296,0,16106127360,0,0,8,1663.57,15360,333.16,225.04,107.15,3.38,ROWED
INVKEY20230717034829,nrchbs-sld4086,BSCDEL2D@nrchbs-sld4086,BSCDEL2D,/u01/app/oracle/product/12.2.0.1/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,12.2.0.1.0,12cR2,12.2.0.1.28,"27464465;OCW-APR-2018,33497187;JDK-BUNDLE-PATCH,33587128;Database-Jan-2022","27464465:Nov 12 13:25:01 CET 2018,33497187:Feb 10 00:47:21 CET 2022,33587128:Feb 10 00:40:28 CET 2022",LISTENER:/u01/app/oracle/product/12.2.0.1/DB_1/network/admin,oracle,dba,88G,72G,17G,82,18,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",4,32003 MB,DOWN,/u01/app/oraInventory,ROWST,BSCDEL2D,nrchbs-sld4086,12.2.0.1.0,16-JUL-2023 02:23:31,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,2728128545,BSCDEL2D,09-NOV-2018 16:51:45,09-NOV-2018 16:51:50,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,BSCDEL2D,NO,None,NO,None,/u01/app/oracle/product/12.2.0.1/DB_1/admin/BSCDEL2D/wallet,OPEN_NO_MASTER_KEY,UNKNOWN,0,NO,NO,NO,YES,"BSPDEL2D:READ WRITE,PDB$SEED:READ ONLY",12884901888,4294967296,19327352832,21474836480,0,0,4,371.69,20480,14599.77,12690.74,1908.05,4.04,ROWED
INVKEY20230717034829,nrchbs-sld4086,AGTEU@nrchbs-sld4086,AGTEU,/u01/app/oracle/product/eu/agent13c,N,NO,unknown,unknown,unknown,unknown,0.0.0.0.0,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",4,32003 MB,DOWN,/u01/app/oraInventory,ROWST,unknown,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,ROWED
INVKEY20230717034829,nrchbs-sld4086,AGTUS@nrchbs-sld4086,AGTUS,/u01/app/oracle/product/us,N,NO,unknown,unknown,unknown,unknown,0.0.0.0.0,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",4,32003 MB,DOWN,/u01/app/oraInventory,ROWST,unknown,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,ROWED
INVKEY20230717034829,nrchbs-sld0147,BSCIAM1D@nrchbs-sld0147,BSCIAM1D,/u01/app/oracle/product/12.1.0.2/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,12.1.0.2.0,12cR1,12.2.0.1.30,"33711081;Database-Patch-Set,33810237;JDK-BUNDLE-PATCH","33711081:May 12 00:32:13 CEST 2022,33810237:May 12 00:36:25 CEST 2022",LISTENER:/u01/app/oracle/product/12.1.0.2/DB_1/network/admin,oracle,dba,75G,43G,33G,57,43,Linux,2.6.32-754.50.1.el6.x86_64,"GNU bash, version 4.1.2(1)-release (x86_64-redhat-linux-gnu)",2,15946.7 MB,DOWN,/u01/app/oraInventory,ROWST,BSCIAM1D,nrchbs-sld0147,12.1.0.2.0,13-JUL-2023 00:31:21,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,658044384,BSCIAM1D,25-MAY-2016 15:57:20,25-MAY-2016 15:57:20,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,BSCIAM1D,NO,None,NO,None,/u01/app/oracle/product/12.1.0.2/DB_1/admin/BSCIAM1D/wallet,OPEN_NO_MASTER_KEY,UNKNOWN,0,NO,NO,NO,YES,"BSPIAM1D:READ WRITE,PDB$SEED:READ ONLY",2516582400,838860800,2097152000,2097152000,0,0,2,453.67,2000,16.54,12.87,2.69,6.97,ROWED
INVKEY20230717034829,nrchbs-sld0147,AGTEU@nrchbs-sld0147,AGTEU,/u01/app/oracle/product/eu/agent12c/agent_13.3.0.0.0,N,YES,check_is_disable,OA,UP,unknown,13.3.0.0.0,unknown,13.9.3.3.0,"25237184;One-off,28406747,29111467,31212951;EM-AGENT-Bundle-Patch","25237184:Apr 13 08:15:47 CEST 2019,28406747:Apr 14 10:20:27 CEST 2019,29111467:Jun 26 04:53:57 CEST 2020,31212951:Jun 26 04:54:07 CEST 2020",nolistener,oracle,dba,75G,43G,33G,57,43,Linux,2.6.32-754.50.1.el6.x86_64,"GNU bash, version 4.1.2(1)-release (x86_64-redhat-linux-gnu)",2,15946.7 MB,DOWN,/u01/app/oraInventory,ROWST,unknown,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,ROWED
INVKEY20230717034829,nrchbs-sld0147,AGTUS@nrchbs-sld0147,AGTUS,/u01/app/oracle/product/us/agent12c,Y,YES,check_is_disable,OA,UP,unknown,12.1.0.4.0,unknown,None,None,None,nolistener,oracle,dba,75G,43G,33G,57,43,Linux,2.6.32-754.50.1.el6.x86_64,"GNU bash, version 4.1.2(1)-release (x86_64-redhat-linux-gnu)",2,15946.7 MB,DOWN,/u01/app/oraInventory,ROWST,unknown,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,ROWED
INVKEY20230717034829,nrchbs-sld0147,AGTUS13C@nrchbs-sld0147,AGTUS13C,/u01/app/oracle/product/USCA/Agent13c,Y,NO,unknown,unknown,unknown,unknown,0.0.0.0.0,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,Linux,2.6.32-754.50.1.el6.x86_64,"GNU bash, version 4.1.2(1)-release (x86_64-redhat-linux-gnu)",2,15946.7 MB,DOWN,/u01/app/oraInventory,ROWST,unknown,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,ROWED
INVKEY20230717034829,nrusca-sld4222,CACCTL1D@nrusca-sld4222,CACCTL1D,/u01/app/oracle/product/19.3.0/DB_1,Y,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,32067171;OJVM-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 03:21:33 EDT 2019,32067171:Apr 07 12:07:59 EDT 2021,33806152:May 12 02:03:06 EDT 2022,33810130:May 12 02:15:08 EDT 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,99G,35G,60G,37,63,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,31993.6 MB,DOWN,/u01/app/oraInventory,ROWST,CACCTL1D,nrusca-sld4222,19.15.0.0.0,13-JUL-2023 01:51:45,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,1403255629,CACCTL1D,07-APR-2021 08:50:21,07-APR-2021 08:50:24,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,CACCTL1D,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/CACCTL1D/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"CAPCTL1D:READ WRITE,PDB$SEED:READ ONLY",10737418240,5368709120,0,22548578304,0,0,8,1663.44,21504,384.94,351.77,32.19,4.32,ROWED
INVKEY20230717034829,nrusau-slt4032,XYZ@nrusau-slt4032,XYZ,/u01/app/oracle/product/19.3.0/DB_1,N,YES,check_is_disable,OH,DOWN,unknown,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 03:21:33 EDT 2019,33806152:May 19 02:23:20 EDT 2022,33810130:May 19 02:54:54 EDT 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,99G,74G,21G,79,21,Linux,3.10.0-1160.90.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,31993.6 MB,DOWN,/u01/app/oraInventory,ROWST,unknown,unknown,0.0.0.0.0,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,ROWED
INVKEY20230717034829,nrusau-slt4032,AUCDBQ1T@nrusau-slt4032,AUCDBQ1T,/u01/app/oracle/product/19.3.0/DB_1,N,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,33806152;Database-Release-Update,33810130;JDK-BUNDLE-PATCH","29585399:Apr 18 03:21:33 EDT 2019,33806152:May 19 02:23:20 EDT 2022,33810130:May 19 02:54:54 EDT 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,99G,74G,21G,79,21,Linux,3.10.0-1160.90.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",8,31993.6 MB,DOWN,/u01/app/oraInventory,ROWST,AUCDBQ1T,nrusau-slt4032,19.15.0.0.0,18-MAY-2023 02:05:39,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,1600743818,AUCDBQ1T,18-JUN-2022 01:51:06,18-JUN-2022 01:51:08,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,AUCDBQ1T,NO,None,NO,None,/u01/app/oracle/product/19.3.0/DB_1/admin/AUCDBQ1T/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"AUPWALQ1T:READ WRITE,PDB$SEED:READ ONLY",10737418240,5368709120,0,23622320128,0,0,8,1221.14,22528,113.37,105.53,7.6,3.37,ROWED
INVKEY20230717034829,nrusca-sld4071,CACSDM1D@nrusca-sld4071,CACSDM1D,/u01/app/oracle/product/12.2.0.1/DB_2,Y,YES,check_is_disable,OH,UP,OPEN,12.2.0.1.0,12cR2,12.2.0.1.28,"27015449,33497187;JDK-BUNDLE-PATCH,33587128;Database-Jan-2022","27015449:Jun 18 13:30:11 EDT 2019,33497187:Feb 10 00:45:03 EST 2022,33587128:Feb 10 00:37:36 EST 2022",LISTENER:/u01/app/oracle/product/12.2.0.1/DB_2/network/admin,oracle,dba,280G,51G,230G,19,81,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",2,15876 MB,DOWN,/u01/app/oraInventory,ROWST,CACSDM1D,nrusca-sld4071,12.2.0.1.0,15-JUL-2023 12:12:37,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,3147069860,CACSDM1D,17-JUN-2019 07:47:48,17-JUN-2019 07:47:52,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,CACSDM1D,NO,None,NO,None,/u01/app/oracle/product/12.2.0.1/DB_2/admin/CACSDM1D/wallet,NOT_AVAILABLE,UNKNOWN,0,NO,NO,NO,YES,"CAPSDM1D:READ WRITE,PDB$SEED:READ ONLY",9437184000,817889280,2466250752,2466250752,0,0,2,365.09,2352,87.79,85.83,.98,3.1,ROWED
INVKEY20230717034829,nrusca-sld4910,CACERA1D@nrusca-sld4910,CACERA1D,/u01/app/oracle/product/19.3.0/DB_1,N,YES,check_is_disable,OH,UP,OPEN,19.0.0.0.0,19c,12.2.0.1.30,"29585399;OCW-RELEASE-UPDATE,34133642;Database-Release-Update","29585399:Apr 18 03:21:33 EDT 2019,34133642:Sep 02 05:48:23 EDT 2022",LISTENER:/u01/app/oracle/product/19.3.0/DB_1/network/admin,oracle,dba,99G,83G,12G,89,11,Linux,3.10.0-1160.92.1.el7.x86_64,"GNU bash, version 4.2.46(2)-release (x86_64-redhat-linux-gnu)",4,7802.59 MB,DOWN,/u01/app/oraInventory,ROWST,CACERA1D,nrusca-sld4910,19.16.0.0.0,13-JUL-2023 01:55:22,OPEN,ALLOWED,ACTIVE,PRIMARY_INSTANCE,1116522813,CACERA1D,18-AUG-2022 16:50:05,18-AUG-2022 16:50:07,ARCHIVELOG,READ WRITE,MAXIMUM PERFORMANCE,MAXIMUM PERFORMANCE,PRIMARY,NO,13,Linux x86 64-bit,NO,CACERA1D,NO,None,NO,None,/u01/app/oracle/admin/CACERA1D/wallet/tde/,OPEN,AUTOLOGIN,0,NO,NO,NO,YES,"CAPERA1D:READ WRITE,PDB$SEED:READ ONLY",3145728000,1258291200,0,4294967296,0,0,4,766.77,4096,161.53,158.47,2.08,2.92,ROWED
